strategy,s,l,b,c,d,contrarian,mean_excess_return_bps,sharpe_ratio,sharpe_ratio_diff,n_trades,total_return,benchmark_return,betc,n,x,v,k
"OBV(2,5,0.05,2,2)",2.0,5.0,0.05,2,2.0,False,-0.06291928805050322,-0.2088549480134691,-0.7367070581938893,2078,-1.1250451377626822,2.8433939062298514,-2.707038348803374,,,,
"OBV(3,15,0.05,0,0)",3.0,15.0,0.05,0,0.0,False,-0.0630099936265803,-0.2099169870944789,-0.7377690972748991,3061,-1.1307661107864584,2.8433939062298514,-1.8470534315361946,,,,
"OBV(5,7,0.025,2,1)",5.0,7.0,0.025,2,1.0,False,-0.0630270083677376,-0.21011620861167452,-0.7379683187920947,2502,-1.1318392628392573,2.8433939062298514,-2.261869030454151,,,,
"OBV(5,7,0.025,2,0)",5.0,7.0,0.025,2,0.0,False,-0.0631544981899753,-0.21160895632423096,-0.7394610665046512,2852,-1.139880288158452,2.8433939062298514,-1.9983876019608204,,,,
"MA(2,15,0.0005,1,1)",2.0,15.0,0.0005,1,1.0,False,-0.06320002224061247,-0.21214231748963688,-0.7399944276700571,47722,-1.1427515765278342,2.8433939062298514,-0.1197300591475456,,,,
"MA(2,15,0.0005,0,1)",2.0,15.0,0.0005,0,1.0,False,-0.06320002224061247,-0.21214231748963688,-0.7399944276700571,47722,-1.1427515765278342,2.8433939062298514,-0.1197300591475456,,,,
"OBV(3,7,0.05,1,0)",3.0,7.0,0.05,1,0.0,False,-0.063227016615445,-0.21245805715912697,-0.7403101673395471,2816,-1.1444541630378344,2.8433939062298514,-2.032056397439337,,,,
"OBV(3,7,0.1,2,1)",3.0,7.0,0.1,2,1.0,False,-0.06332277359219358,-0.21357925261895105,-0.7414313627993713,1324,-1.1504937374996231,2.8433939062298514,-4.344764869711567,,,,
"OBV(7,10,0,0,2)",7.0,10.0,0.0,0,2.0,False,-0.06348691892009141,-0.21550122931737634,-0.7433533394977966,50426,-1.1608466952062617,2.8433939062298514,-0.11510398358052015,,,,
"OBV(7,10,0,1,2)",7.0,10.0,0.0,1,2.0,False,-0.06348691892009141,-0.21550122931737634,-0.7433533394977966,50426,-1.1608466952062617,2.8433939062298514,-0.11510398358052015,,,,
"OBV(7,10,0,2,2)",7.0,10.0,0.0,2,2.0,False,-0.06348691892009141,-0.21550122931737634,-0.7433533394977966,50426,-1.1608466952062617,2.8433939062298514,-0.11510398358052015,,,,
"OBV(5,7,0.025,0,1)",5.0,7.0,0.025,0,1.0,False,-0.06370494494293479,-0.21805400532336044,-0.7459061155037807,2502,-1.174598010716437,2.8433939062298514,-2.347318166899355,,,,
"OBV(5,7,0.025,1,1)",5.0,7.0,0.025,1,1.0,False,-0.06370494494293479,-0.21805400532336044,-0.7459061155037807,2502,-1.174598010716437,2.8433939062298514,-2.347318166899355,,,,
