strategy,s,l,b,c,d,contrarian,mean_excess_return_bps,sharpe_ratio,sharpe_ratio_diff,n_trades,total_return,benchmark_return,betc,n,x,v,k,net_excess_return_bps
"OBV(7,15,0.5,1,2)",7.0,15.0,0.5,1,2.0,False,-0.0241181147203337,0.2454585213507417,-0.2823935888296784,264,1.3222185864004332,2.8433939062298514,25.042018681826388,,,,,-0.03248949980404755
"OBV(7,15,0.5,0,2)",7.0,15.0,0.5,0,2.0,False,-0.0241181147203337,0.2454585213507417,-0.2823935888296784,264,1.3222185864004332,2.8433939062298514,25.042018681826388,,,,,-0.03248949980404755
"OBV(7,15,0.5,2,2)",7.0,15.0,0.5,2,2.0,False,-0.0241181147203337,0.2454585213507417,-0.2823935888296784,264,1.3222185864004332,2.8433939062298514,25.042018681826388,,,,,-0.03248949980404755
"OBV(2,10,0.5,0,0)",2.0,10.0,0.5,0,0.0,False,-0.0241506055545599,0.2450780812943947,-0.2827740288860254,448,1.320169327753202,2.8433939062298514,14.734032675816986,,,,,-0.03835659236328644
"OBV(5,10,0.5,1,0)",5.0,10.0,0.5,1,0.0,False,-0.0241722734610928,0.2448243769239868,-0.2830277332564334,326,1.318802691719149,2.8433939062298514,20.227035149066705,,,,,-0.03450966564780006
"OBV(5,10,0.5,2,0)",5.0,10.0,0.5,2,0.0,False,-0.0242565243255166,0.2438379035704131,-0.2840142066100071,324,1.313488829623301,2.8433939062298514,20.2698893460386,,,,,-0.03453049692825633
"OBV(2,10,0.5,2,1)",2.0,10.0,0.5,2,1.0,False,-0.0243996563653309,0.2421620045398398,-0.2856901056405804,386,1.3044612199213368,2.8433939062298514,16.89716606115721,,,,,-0.03663963607106403
"MA(5,10,0.01,0,1)",5.0,10.0,0.01,0,1.0,False,-0.024422233700967,0.2420398919202127,-0.2858122182602075,647,1.3030372244658257,2.8433939062298514,10.069839447185668,,,,,-0.04493846911446269
"MA(5,10,0.01,1,1)",5.0,10.0,0.01,1,1.0,False,-0.024422233700967,0.2420398919202127,-0.2858122182602075,647,1.3030372244658257,2.8433939062298514,10.069839447185668,,,,,-0.04493846911446269
"MA(5,10,0.01,2,1)",5.0,10.0,0.01,2,1.0,False,-0.024422233700967,0.2420398919202127,-0.2858122182602075,647,1.3030372244658257,2.8433939062298514,10.069839447185668,,,,,-0.04493846911446269
"OBV(3,7,0.5,1,1)",3.0,7.0,0.5,1,1.0,False,-0.0247536705636639,0.2380169365266119,-0.2898351736538083,348,1.2821328718054958,2.8433939062298514,18.421449307550223,,,,,-0.035788678174013974
"OBV(3,7,0.5,0,1)",3.0,7.0,0.5,0,1.0,False,-0.0247536705636639,0.2380169365266119,-0.2898351736538083,348,1.2821328718054958,2.8433939062298514,18.421449307550223,,,,,-0.035788678174013974
"OBV(3,7,0.5,2,1)",3.0,7.0,0.5,2,1.0,False,-0.0247553268827366,0.2379975430809743,-0.2898545670994459,348,1.282028404614574,2.8433939062298514,18.41994834216342,,,,,-0.035790334493086676
"OBV(2,10,0.5,1,0)",2.0,10.0,0.5,1,0.0,False,-0.0248345397938568,0.237070057968966,-0.2907820522114542,442,1.2770322958056937,2.8433939062298514,14.446066694634542,,,,,-0.03885026785068074
"OBV(2,10,0.5,1,1)",2.0,10.0,0.5,1,1.0,False,-0.0248461873683097,0.2369336792940202,-0.2909184308864,386,1.2762976611545571,2.8433939062298514,16.532353123763695,,,,,-0.03708616707404283
"OBV(2,10,0.5,0,1)",2.0,10.0,0.5,0,1.0,False,-0.0248461873683097,0.2369336792940202,-0.2909184308864,386,1.2762976611545571,2.8433939062298514,16.532353123763695,,,,,-0.03708616707404283
"OBV(7,15,0.5,0,0)",7.0,15.0,0.5,0,0.0,False,-0.0250465148523662,0.2345880925186148,-0.2932640176618053,286,1.263662626112893,2.8433939062298514,22.0920039530226,,,,,-0.034115515359722876
"OBV(7,15,0.5,1,0)",7.0,15.0,0.5,1,0.0,False,-0.0250902019860224,0.2340765702856101,-0.29377553989481,286,1.2609071955876414,2.8433939062298514,22.04383209069303,,,,,-0.03415920249337907
"OBV(7,15,0.5,2,0)",7.0,15.0,0.5,2,0.0,False,-0.0252492097532781,0.2322147862608619,-0.2956373239195583,286,1.250878273592068,2.8433939062298514,21.868501286574617,,,,,-0.03431821026063477
"OBV(2,10,0.5,2,0)",2.0,10.0,0.5,2,0.0,False,-0.0255256454339048,0.2289780668586203,-0.2988740433217999,432,1.2334429499871475,2.8433939062298514,14.275960069295689,,,,,-0.0392242755708911
"OBV(5,10,0.5,2,1)",5.0,10.0,0.5,2,1.0,False,-0.0255576298643338,0.2286035688015029,-0.2992485413789172,308,1.2314256311895722,2.8433939062298514,19.99067583099955,,,,,-0.03532424579533329
"OBV(5,10,0.5,1,1)",5.0,10.0,0.5,1,1.0,False,-0.0257659286404427,0.2261646482019291,-0.301687461978491,308,1.21828783161271,2.8433939062298514,19.7773998638427,,,,,-0.03553254457144219
"OBV(5,10,0.5,0,1)",5.0,10.0,0.5,0,1.0,False,-0.0257659286404427,0.2261646482019291,-0.301687461978491,308,1.21828783161271,2.8433939062298514,19.7773998638427,,,,,-0.03553254457144219
"OBV(2,15,0.5,1,1)",2.0,15.0,0.5,1,1.0,False,-0.0258321401508152,0.225389393455291,-0.3024627167251292,406,1.2141117458516442,2.8433939062298514,14.952115096695126,,,,,-0.038706315696223625
"OBV(2,15,0.5,0,1)",2.0,15.0,0.5,0,1.0,False,-0.0258321401508152,0.225389393455291,-0.3024627167251292,406,1.2141117458516442,2.8433939062298514,14.952115096695126,,,,,-0.038706315696223625
"OBV(7,15,0.5,0,1)",7.0,15.0,0.5,0,1.0,False,-0.0259439020135531,0.2240808005306942,-0.303771309649726,278,1.2070627128212308,2.8433939062298514,21.70976102196458,,,,,-0.034759224185039655
"OBV(7,15,0.5,1,1)",7.0,15.0,0.5,1,1.0,False,-0.0259439020135531,0.2240808005306942,-0.303771309649726,278,1.2070627128212308,2.8433939062298514,21.70976102196458,,,,,-0.034759224185039655
"OBV(2,15,0.5,2,1)",2.0,15.0,0.5,2,1.0,False,-0.0259606593889049,0.2238845924309237,-0.3039675177494965,406,1.2060057933187742,2.8433939062298514,14.852288095058796,,,,,-0.03883483493431332
"OBV(2,10,0.5,1,2)",2.0,10.0,0.5,1,2.0,False,-0.0260174179225904,0.2232200317925342,-0.304632078387886,362,1.2024259247580178,2.8433939062298514,16.608092883398037,,,,,-0.03749636262071318
"OBV(2,10,0.5,2,2)",2.0,10.0,0.5,2,2.0,False,-0.0260174179225904,0.2232200317925342,-0.304632078387886,362,1.2024259247580178,2.8433939062298514,16.608092883398037,,,,,-0.03749636262071318
"OBV(2,10,0.5,0,2)",2.0,10.0,0.5,0,2.0,False,-0.0260174179225904,0.2232200317925342,-0.304632078387886,362,1.2024259247580178,2.8433939062298514,16.608092883398037,,,,,-0.03749636262071318
"OBV(7,15,0.5,2,1)",7.0,15.0,0.5,2,1.0,False,-0.0260915740650425,0.2223517438101804,-0.3055003663702398,278,1.1977487559568958,2.8433939062298514,21.542243812174384,,,,,-0.03490689623652905
"OBV(5,10,0.5,2,2)",5.0,10.0,0.5,2,2.0,False,-0.0267813856340077,0.2142749164302429,-0.3135771937501772,284,1.1542410296602788,2.8433939062298514,20.321144888385188,,,,,-0.03578696655739684
"OBV(5,10,0.5,0,2)",5.0,10.0,0.5,0,2.0,False,-0.0267813856340077,0.2142749164302429,-0.3135771937501772,284,1.1542410296602788,2.8433939062298514,20.321144888385188,,,,,-0.03578696655739684
"OBV(5,10,0.5,1,2)",5.0,10.0,0.5,1,2.0,False,-0.0267813856340077,0.2142749164302429,-0.3135771937501772,284,1.1542410296602788,2.8433939062298514,20.321144888385188,,,,,-0.03578696655739684
"OBV(5,15,0.5,1,2)",5.0,15.0,0.5,1,2.0,False,-0.0270501397742663,0.211128138545398,-0.3167239716350222,314,1.1372901954013004,2.8433939062298514,18.10971648728185,,,,,-0.03700701445716838
"OBV(5,15,0.5,0,2)",5.0,15.0,0.5,0,2.0,False,-0.0270501397742663,0.211128138545398,-0.3167239716350222,314,1.1372901954013004,2.8433939062298514,18.10971648728185,,,,,-0.03700701445716838
"OBV(5,15,0.5,2,2)",5.0,15.0,0.5,2,2.0,False,-0.0270501397742663,0.211128138545398,-0.3167239716350222,314,1.1372901954013004,2.8433939062298514,18.10971648728185,,,,,-0.03700701445716838
"OBV(5,15,0.5,2,1)",5.0,15.0,0.5,2,1.0,False,-0.0270590702073687,0.2110235634146239,-0.3168285467657963,324,1.1367269360177132,2.8433939062298514,17.542082345952362,,,,,-0.03733304281010843
"OBV(5,15,0.5,1,1)",5.0,15.0,0.5,1,1.0,False,-0.0270604485032766,0.2110074252788134,-0.3168446849016068,324,1.1366400042760356,2.8433939062298514,17.540740806728945,,,,,-0.03733442110601633
"OBV(5,15,0.5,0,1)",5.0,15.0,0.5,0,1.0,False,-0.0270604485032766,0.2110074252788134,-0.3168446849016068,324,1.1366400042760356,2.8433939062298514,17.540740806728945,,,,,-0.03733442110601633
"OBV(2,15,0.5,2,2)",2.0,15.0,0.5,2,2.0,False,-0.0271630543969586,0.2098060482794609,-0.3180460619009592,374,1.1301684556103144,2.8433939062298514,15.109203952009551,,,,,-0.03902251659888656
"OBV(2,15,0.5,1,2)",2.0,15.0,0.5,1,2.0,False,-0.0271630543969586,0.2098060482794609,-0.3180460619009592,374,1.1301684556103144,2.8433939062298514,15.109203952009551,,,,,-0.03902251659888656
"OBV(2,15,0.5,0,2)",2.0,15.0,0.5,0,2.0,False,-0.0271630543969586,0.2098060482794609,-0.3180460619009592,374,1.1301684556103144,2.8433939062298514,15.109203952009551,,,,,-0.03902251659888656
"OBV(5,15,0.5,0,0)",5.0,15.0,0.5,0,0.0,False,-0.0276171096825647,0.2044896133307762,-0.323362496849644,338,1.1015303260420988,2.8433939062298514,16.29482730831507,,,,,-0.03833501937307713
"OBV(5,15,0.5,1,0)",5.0,15.0,0.5,1,0.0,False,-0.0277021673012041,0.2034936941407863,-0.3243584160396338,336,1.096165580425036,2.8433939062298514,16.311987803943985,,,,,-0.038356657407749004
"OBV(3,15,0.5,1,2)",3.0,15.0,0.5,1,2.0,False,-0.0277052440895287,0.2034576792071745,-0.3243944309732456,348,1.095971521539506,2.8433939062298514,15.746717263498647,,,,,-0.038740251699878776
"OBV(3,15,0.5,2,2)",3.0,15.0,0.5,2,2.0,False,-0.0277052440895287,0.2034576792071745,-0.3243944309732456,348,1.095971521539506,2.8433939062298514,15.746717263498647,,,,,-0.038740251699878776
"OBV(3,15,0.5,0,2)",3.0,15.0,0.5,0,2.0,False,-0.0277052440895287,0.2034576792071745,-0.3243944309732456,348,1.095971521539506,2.8433939062298514,15.746717263498647,,,,,-0.038740251699878776
"OBV(3,15,0.5,2,0)",3.0,15.0,0.5,2,0.0,False,-0.0280321713326758,0.1996297563964922,-0.328222353783928,394,1.0753515991524527,2.8433939062298514,13.646593897873764,,,,,-0.04052582937427905
"OBV(5,15,0.5,2,0)",5.0,15.0,0.5,2,0.0,False,-0.0280458455661541,0.1994696480910996,-0.3283824620893206,336,1.0744891392659337,2.8433939062298514,15.989421715266866,,,,,-0.038700335672699
"OBV(3,15,0.5,1,0)",3.0,15.0,0.5,1,0.0,False,-0.0280647579234245,0.1992482078564383,-0.3286039023239819,394,1.0732963009594136,2.8433939062298514,13.620511433495098,,,,,-0.040558415965027746
"OBV(3,15,0.5,0,0)",3.0,15.0,0.5,0,0.0,False,-0.0281306974176415,0.1984761382078515,-0.3293759719725687,396,1.0691373717741046,2.8433939062298514,13.499209239572028,,,,,-0.040687775043212276
"OBV(2,3,0.1,1,2)",2.0,3.0,0.1,1,2.0,False,-0.0286199073000807,0.1927481075729433,-0.3351040026074768,458,1.0382819749898882,2.8433939062298514,11.334956058841572,,,,,-0.04314299202864488
"OBV(2,3,0.1,2,2)",2.0,3.0,0.1,2,2.0,False,-0.0286199073000807,0.1927481075729433,-0.3351040026074768,458,1.0382819749898882,2.8433939062298514,11.334956058841572,,,,,-0.04314299202864488
"OBV(2,3,0.1,0,2)",2.0,3.0,0.1,0,2.0,False,-0.0286199073000807,0.1927481075729433,-0.3351040026074768,458,1.0382819749898882,2.8433939062298514,11.334956058841572,,,,,-0.04314299202864488
"OBV(2,15,0.5,0,0)",2.0,15.0,0.5,0,0.0,False,-0.0286318539993856,0.1926082166634983,-0.3352438935169218,450,1.037528473966003,2.8433939062298514,11.528094155177808,,,,,-0.042901260392079664
"OBV(2,15,0.5,2,0)",2.0,15.0,0.5,2,0.0,False,-0.0289370464957219,0.1890347914247435,-0.3388173187556766,444,1.0182794033563285,2.8433939062298514,11.46711039815685,,,,,-0.04301619413651338
"OBV(2,15,0.5,1,0)",2.0,15.0,0.5,1,0.0,False,-0.0290821739986609,0.1873355285638766,-0.3405165816165436,448,1.009125936003708,2.8433939062298514,11.262566250041385,,,,,-0.043288160807387434
"OBV(3,15,0.5,1,1)",3.0,15.0,0.5,1,1.0,False,-0.0295184740014027,0.1822269973590331,-0.3456251128213871,370,0.9816076658607767,2.8433939062298514,13.264968457578066,,,,,-0.0412510970353956
"OBV(3,15,0.5,0,1)",3.0,15.0,0.5,0,1.0,False,-0.0295184740014027,0.1822269973590331,-0.3456251128213871,370,0.9816076658607767,2.8433939062298514,13.264968457578066,,,,,-0.0412510970353956
"OBV(3,15,0.5,2,1)",3.0,15.0,0.5,2,1.0,False,-0.0295767266352084,0.1815449313696374,-0.3463071788107827,370,0.97793356156665,2.8433939062298514,13.215318399549323,,,,,-0.0413093496692013
"BB(5,2,1,2)",,,,1,2.0,False,-0.0300323340489706,0.2358562205529121,-0.291995889627508,3,0.9491975363265784,2.8433939062298514,1581.9958938776304,5.0,,,2.0,-0.030127463424921893
"BB(5,2,0,2)",,,,0,2.0,False,-0.0300323340489706,0.2358562205529121,-0.291995889627508,3,0.9491975363265784,2.8433939062298514,1581.9958938776304,5.0,,,2.0,-0.030127463424921893
"BB(5,2,2,2)",,,,2,2.0,False,-0.0300323340489706,0.2358562205529121,-0.291995889627508,3,0.9491975363265784,2.8433939062298514,1581.9958938776304,5.0,,,2.0,-0.030127463424921893
"BB(5,2,0,0)",,,,0,0.0,False,-0.0300819828673866,0.2350781198768296,-0.2927739903035906,3,0.946066091016324,2.8433939062298514,1576.77681836054,5.0,,,2.0,-0.030177112243337894
"BB(5,2,2,0)",,,,2,0.0,False,-0.0300819828673866,0.2350781198768296,-0.2927739903035906,3,0.946066091016324,2.8433939062298514,1576.77681836054,5.0,,,2.0,-0.030177112243337894
"BB(5,2,1,0)",,,,1,0.0,False,-0.0300819828673866,0.2350781198768296,-0.2927739903035906,3,0.946066091016324,2.8433939062298514,1576.77681836054,5.0,,,2.0,-0.030177112243337894
"BB(5,2,0,1)",,,,0,1.0,False,-0.0300820822233793,0.2350765627609247,-0.2927755474194955,3,0.9460598244450932,2.8433939062298514,1576.7663740751557,5.0,,,2.0,-0.030177211599330594
"BB(5,2,1,1)",,,,1,1.0,False,-0.0300820822233793,0.2350765627609247,-0.2927755474194955,3,0.9460598244450932,2.8433939062298514,1576.7663740751557,5.0,,,2.0,-0.030177211599330594
"BB(5,2,2,1)",,,,2,1.0,False,-0.0300820822233793,0.2350765627609247,-0.2927755474194955,3,0.9460598244450932,2.8433939062298514,1576.7663740751557,5.0,,,2.0,-0.030177211599330594
"MAc(2,3,0.01,0,0)",2.0,3.0,0.01,0,0.0,True,-0.0379329224746686,0.0837932175829734,-0.4440588925974468,142,0.4508924131997959,2.8433939062298514,15.876493422528023,,,,,-0.04243571293636317
"MAc(2,3,0.01,1,0)",2.0,3.0,0.01,1,0.0,True,-0.0382048720307091,0.0806056438824236,-0.4472464662979966,142,0.4337400379961641,2.8433939062298514,15.272536549160709,,,,,-0.042707662492403674
"MAc(2,3,0.01,2,0)",2.0,3.0,0.01,2,0.0,True,-0.0393927608479858,0.0666821680104839,-0.4611699421699363,142,0.3588176333017728,2.8433939062298514,12.634423707808905,,,,,-0.04389555130968037
"BB(3,2,0,2)",,,,0,2.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,2,1)",,,,2,1.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,0,0)",,,,0,0.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,2,2)",,,,2,2.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,1,0)",,,,1,0.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,2,0)",,,,2,0.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,1,1)",,,,1,1.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,1,2)",,,,1,2.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
"BB(3,2,0,1)",,,,0,1.0,False,-0.0450817861239292,0.0,-0.5278521101804202,0,0.0,2.8433939062298514,inf,3.0,,,2.0,-0.0450817861239292
